,Year,Code,Entity,hSpendPerCap,pop,pocketHExp,lifeExp
998,2000,HND,Honduras,182.69084935,6575000.0,43.46913836,70.689
999,2000,HRV,Croatia,834.13202487,4428000.0,13.86125003,74.794
1000,2000,HTI,Haiti,83.53073855,8464000.0,50.38297872,57.131
1001,2000,HUN,Hungary,852.32559313,10221000.0,26.27133168,71.721
1002,2000,IDN,Indonesia,91.03987611,211514000.0,46.04079283,65.77199999999999
1003,2000,IND,India,85.21068862,1056576000.0,67.85511415,62.505
1004,2000,IRL,Ireland,1798.83554072,3783000.0,15.74406767,76.852
1005,2000,IRN,Iran,427.22661439,65623000.0,56.16365989,70.176
1006,2000,ISL,Iceland,2767.38769429,280000.0,17.48214215,79.882
1007,2000,ISR,Israel,1761.71191189,5946000.0,28.327410600000004,78.916
1008,2000,ITA,Italy,2110.34022438,56692000.0,25.3396663,79.554
1009,2000,JAM,Jamaica,373.22211861,2655000.0,28.97012806,74.142
1010,2000,JOR,Jordan,592.69454841,5122000.0,38.96140432,71.73
1011,2000,JPN,Japan,1973.95447114,127524000.0,15.60775705,81.171
1012,2000,KAZ,Kazakhstan,318.50075333,14923000.0,48.51047841,63.467
1013,2000,KEN,Kenya,80.11587906,31965000.0,43.20081535,50.92100000000001
1014,2000,KGZ,Kyrgyzstan,76.03104173,4921000.0,49.75628905,66.33800000000001
1015,2000,KHM,Cambodia,63.72911176,12155000.0,76.65495048,58.431999999999995
1016,2000,KIR,Kiribati,113.93320391,84000.0,0.17054565,63.144
1017,2000,KNA,Saint Kitts and Nevis,804.17346239,44000.0,49.77723506,70.832
1018,2000,KOR,South Korea,764.54526559,47379000.0,41.13006159,76.047
1019,2000,KWT,Kuwait,1478.10805283,2045000.0,22.34665494,73.142
1020,2000,LAO,Laos,60.10731356,5324000.0,61.38690148,58.803000000000004
1021,2000,LBN,Lebanon,1061.17272599,3843000.0,56.85378125,74.507
1022,2000,LBR,Liberia,22.18496096,2848000.0,38.00782348,51.733999999999995
1023,2000,LBY,Libya,698.91296342,5358000.0,51.29111138,70.852
1024,2000,LCA,Saint Lucia,437.29114696,157000.0,47.031343400000004,73.319
1025,2000,LKA,Sri Lanka,150.50413254,18778000.0,41.29541864,71.333
1026,2000,LSO,Lesotho,89.28313858,2033000.0,35.39530826,47.691
1027,2000,LTU,Lithuania,558.23853548,3502000.0,26.1191518,70.967
1028,2000,LUX,Luxembourg,4044.09903635,436000.0,11.79974054,77.652
1029,2000,LVA,Latvia,335.77549161,2384000.0,44.14402961,69.726
1030,2000,MAR,Morocco,147.10851832,28794000.0,54.05049258,68.684
1031,2000,MCO,Monaco,3091.31471584,32000.0,7.0,80.929
1032,2000,MDA,Moldova,122.64053259999999,4203000.0,42.879932000000004,67.006
1033,2000,MDG,Madagascar,58.23268813,15767000.0,37.78714708,58.485
1034,2000,MDV,Maldives,301.92901417,279000.0,18.95851988,70.173
1035,2000,MEX,Mexico,499.79084180000007,98900000.0,50.94188384,74.34
1036,2000,MHL,Marshall Islands,509.46856134,51000.0,9.07391827,68.423
1037,2000,MKD,North Macedonia,532.08788508,2035000.0,43.81099643,73.267
1038,2000,MLI,Mali,64.44776307,10946000.0,66.50207822,48.068999999999996
1039,2000,MLT,Malta,1337.83487711,394000.0,28.41434242,79.05
1040,2000,MMR,Myanmar,19.9981348,46720000.0,85.79053294,60.063
1041,2000,MNE,Montenegro,477.19543600000003,614000.0,28.97827743,73.22800000000001
1042,2000,MNG,Mongolia,181.64460036,2397000.0,16.62108946,62.869
1043,2000,MOZ,Mozambique,28.48275432,17712000.0,12.19618182,48.946000000000005
1044,2000,MRT,Mauritania,113.91170344,2630000.0,44.77937575,60.706
1045,2000,MUS,Mauritius,340.8216355,1185000.0,35.78451437,71.2
1046,2000,MWI,Malawi,30.774280800000003,11149000.0,21.94587631,45.09
1047,2000,MYS,Malaysia,377.80655978,23194000.0,33.74931621,72.594
1048,2000,NAM,Namibia,296.14588927,1795000.0,5.64213773,52.192
1049,2000,NER,Niger,33.59646007,11332000.0,65.5650041,49.928000000000004
1050,2000,NGA,Nigeria,102.55060606,122284000.0,61.65204089,46.266999999999996
1051,2000,NIC,Nicaragua,148.44294959,5069000.0,42.64529058,69.527
1052,2000,NLD,Netherlands,2350.28152652,15926000.0,8.98048766,78.187
1053,2000,NOR,Norway,3053.04351503,4499000.0,16.71957672,78.793
1054,2000,NPL,Nepal,66.24999577,23941000.0,68.4935543,62.288000000000004
1055,2000,NRU,Nauru,740.3563280000001,10000.0,4.1057428,58.95399999999999
1056,2000,NZL,New Zealand,1613.91264962,3859000.0,15.36159517,78.324
1057,2000,OMN,Oman,1081.11782889,2268000.0,11.74951695,72.126
1059,2000,PAK,Pakistan,83.38895911,142344000.0,63.69766621,62.82
1060,2000,PAN,Panama,617.84140022,3030000.0,25.94768344,75.06
1061,2000,PER,Peru,248.96718539,26460000.0,36.41034692,71.111
1062,2000,PHL,Philippines,107.52994045,77992000.0,40.49712561,68.793
1063,2000,PLW,Palau,1034.88156575,19000.0,21.32717207,68.335
1064,2000,PNG,Papua New Guinea,58.64771376,5848000.0,10.23591595,59.265
1065,2000,POL,Poland,583.68309568,38557000.0,29.96982822,73.7
1066,2000,PRT,Portugal,1638.44427841,10297000.0,22.5837906,76.749
1067,2000,PRY,Paraguay,390.66379081,5323000.0,52.066408100000004,70.546
1068,2000,QAT,Qatar,1928.90666515,592000.0,27.69886364,77.467
1069,2000,ROU,Romania,247.73412911,22137000.0,18.803690200000002,70.47
1070,2000,RUS,Russia,370.55919878,146404992.0,29.96718001,65.082
1071,2000,RWA,Rwanda,26.74856183,7934000.0,24.77577596,48.648999999999994
1072,2000,SAU,Saudi Arabia,1186.4674000999998,20664000.0,18.46301876,72.561
1073,2000,SDN,Sudan,75.49916804,27275000.0,65.19881170000001,58.472
1074,2000,SEN,Senegal,70.35792475,9798000.0,54.11143698,57.787
1075,2000,SGP,Singapore,1139.00388435,4029000.0,52.64322389,77.969
1076,2000,SLB,Solomon Islands,62.55442911,413000.0,3.24446281,67.442
1077,2000,SLE,Sierra Leone,110.83314154,4585000.0,69.26157102,39.441
1078,2000,SLV,El Salvador,416.07938954,5888000.0,50.65708739,68.875
1079,2000,SMR,San Marino,2651.14716045,27000.0,8.08763259,81.59899999999999
1080,2000,SRB,Serbia,377.02672365,9488000.0,29.50964904,72.03699999999999
1081,2000,STP,Sao Tome and Principe,145.41761841,142000.0,43.26711577,61.365
1082,2000,SUR,Suriname,735.72483711,471000.0,18.56485407,67.822
1083,2000,SVK,Slovakia,604.4774677,5399000.0,10.61420905,73.288
1084,2000,SVN,Slovenia,1452.94504883,1988000.0,11.46269579,75.92399999999999
1085,2000,SWE,Sweden,2290.37911039,8882000.0,13.77082515,79.725
1086,2000,SWZ,Eswatini,218.97235234,1005000.0,18.52517986,47.49
1087,2000,SYC,Seychelles,675.1510525,81000.0,17.86147017,71.105
1088,2000,SYR,Syria,157.01318635,16411000.0,59.550561800000004,73.11
1089,2000,TCD,Chad,49.40686427,8356000.0,55.31536262,47.713
1090,2000,TGO,Togo,44.79612165,4924000.0,57.00963339,53.49100000000001
1091,2000,THA,Thailand,239.229061229341,62953000.0,33.720080624661605,70.623
1092,2000,TJK,Tajikistan,43.61320193,6216000.0,78.81023842,61.974
1093,2000,TKM,Turkmenistan,167.191684,4516000.0,18.45556095,63.613
1094,2000,TLS,Timor,41.29144701,884000.0,30.563768100000004,59.001999999999995
1095,2000,TON,Tonga,173.65947425,98000.0,22.87933213,69.667
1096,2000,TTO,Trinidad and Tobago,585.38302531,1267000.0,45.81250876,69.413
1097,2000,TUN,Tunisia,314.40024482,9708000.0,36.14120156,73.172
1098,2000,TUR,Turkey,457.30820405,63240000.0,27.64528582,70.005
1099,2000,TUV,Tuvalu,386.05050665,9000.0,0.19750432,61.701
1100,2000,TZA,Tanzania,38.72877668,33499000.0,47.26396636,50.801
1101,2000,UGA,Uganda,66.95202884,23650000.0,37.7473237,46.229
1102,2000,UKR,Ukraine,214.93427219,48838000.0,44.05130251,67.258
1103,2000,URY,Uruguay,797.94643587,3320000.0,20.36104293,74.73100000000001
1104,2000,USA,United States,4788.31156037,281711008.0,14.80154798,76.812
1105,2000,UZB,Uzbekistan,104.2748025,24770000.0,52.30381329,67.156
1106,2000,VCT,Saint Vincent and the Grenadines,223.74096311,108000.0,17.73421142,70.809
1107,2000,VEN,Venezuela,560.70313858,24192000.0,49.71111306,72.112
1108,2000,VNM,Vietnam,99.33299136,79910000.0,66.02707756,73.025
1109,2000,VUT,Vanuatu,73.48430273,185000.0,9.39443064,67.363
1110,2000,WSM,Samoa,182.09803271,174000.0,19.16379614,68.748
1111,2000,YEM,Yemen,146.30786236,17409000.0,43.49330295,60.683
1112,2000,ZAF,South Africa,622.17225773,44968000.0,13.67706793,56.048
1113,2000,ZMB,Zambia,119.26664428,10416000.0,26.55598536,44.0
1114,2000,ZWE,Zimbabwe,140.08930363,11881000.0,19.65835965,44.648999999999994
1115,2001,AGO,Angola,137.88117252,16946000.0,38.45271121,47.059
1116,2001,ALB,Albania,275.86678107,3130000.0,61.6885918,74.288
1117,2001,AND,Andorra,1914.26486247,67000.0,21.875,79.18
1118,2001,ARE,United Arab Emirates,2092.25601528,3303000.0,15.08651453,74.544
1119,2001,ARG,Argentina,824.02308724,37276000.0,29.42517656,73.755
1120,2001,ARM,Armenia,154.79371188,3051000.0,69.77567742,71.8
1121,2001,ATG,Antigua and Barbuda,668.49262424,77000.0,27.75211869,74.171
1122,2001,AUS,Australia,2426.96434491,19195000.0,19.25278853,79.88600000000001
1123,2001,AUT,Austria,2947.74335955,8098000.0,15.87077044,78.518
1124,2001,AZE,Azerbaijan,174.89404731,8197000.0,63.2180006,67.054
1125,2001,BDI,Burundi,28.51732101,6526000.0,49.62815096,49.93
1126,2001,BEL,Belgium,2371.45817508,10319000.0,19.71406025,78.071
1127,2001,BEN,Benin,59.64439637,7077000.0,50.6880795,55.668
1128,2001,BFA,Burkina Faso,42.94740345,11945000.0,58.69880232,50.893
1129,2001,BGD,Bangladesh,33.98057033,130089000.0,56.75719995,65.956
1130,2001,BGR,Bulgaria,490.84303627,7931000.0,41.58238661,71.744
1131,2001,BHR,Bahrain,1366.53329742,698000.0,22.66332476,74.635
1132,2001,BHS,Bahamas,1087.47504123,303000.0,20.96261022,71.954
1133,2001,BIH,Bosnia and Herzegovina,338.76507576,3756000.0,39.77130401,74.637
1134,2001,BLR,Belarus,415.2695275,9811000.0,18.28277532,67.458
1135,2001,BLZ,Belize,258.7846253,255000.0,34.67660596,69.04
1136,2001,BOL,Bolivia,225.25392175,8580000.0,31.69366716,63.053999999999995
1137,2001,BRA,Brazil,661.78443278,177196000.0,36.12190037,70.462
1138,2001,BRB,Barbados,626.28818103,272000.0,24.95559372,77.362
1139,2001,BRN,Brunei,1867.91278177,340000.0,15.50296022,73.07600000000001
1140,2001,BTN,Bhutan,181.23705851,604000.0,17.98537589,61.808
1141,2001,BWA,Botswana,475.35777507,1675000.0,10.45087481,50.281000000000006
1142,2001,CAF,Central African Republic,27.20537157,3722000.0,48.88305192,44.06100000000001
1143,2001,CAN,Canada,2745.80746324,30880000.0,15.23035816,79.34100000000001
1144,2001,CHE,Switzerland,3443.63805233,7179000.0,31.7895641,80.118
1145,2001,CHL,Chile,652.44339158,15516000.0,46.59356779,76.634
1146,2001,CHN,China,145.50970801,1299129984.0,59.96668052,71.732
1147,2001,CIV,Cote d'Ivoire,114.72284681,16853000.0,55.01628715,49.495
1148,2001,CMR,Cameroon,93.27304682,15929000.0,71.74642322,51.222
1149,2001,COD,Democratic Republic of Congo,10.66369969,48429000.0,71.19278805,50.667
1150,2001,COG,Congo,93.06025105,3218000.0,44.648184,52.516999999999996
1151,2001,COL,Colombia,402.34120161,40256000.0,12.58777386,73.241
1152,2001,COM,Comoros,33.93095702,556000.0,61.71686861,59.528999999999996
1153,2001,CPV,Cape Verde,160.43767364,436000.0,23.35613255,69.09899999999999
1154,2001,CRI,Costa Rica,558.38385136,4034000.0,21.84455583,77.601
1155,2001,CUB,Cuba,589.40030005,11165000.0,9.56408559,76.905
1156,2001,CYP,Cyprus,1209.70787327,960000.0,55.18530202,78.139
1157,2001,CZE,Czechia,1081.16451875,10271000.0,10.23459766,75.167
1158,2001,DEU,Germany,2817.66360622,81454000.0,11.8042504,78.245
1159,2001,DJI,Djibouti,91.78066618,733000.0,34.61188836,57.1
1160,2001,DMA,Dominica,304.22086619,70000.0,28.76927429,74.547
1161,2001,DNK,Denmark,2684.72281185,5358000.0,14.41053783,76.953
1162,2001,DOM,Dominican Republic,365.87009161,8599000.0,44.72178307,69.69
1163,2001,DZA,Algeria,323.07174002,31452000.0,21.66852471,71.116
1164,2001,ECU,Ecuador,236.14250855,12915000.0,59.32355518,73.078
1165,2001,EGY,Egypt,359.83611087,70153000.0,58.35132532,68.796
1166,2001,ERI,Eritrea,54.2664003,2375000.0,64.88095238,55.864
1167,2001,ESP,Spain,1646.34428037,41319000.0,23.93351525,79.56
1168,2001,EST,Estonia,510.30228129,1392000.0,18.98971996,70.845
1169,2001,ETH,Ethiopia,22.50991904,68159000.0,38.05646943,52.595
1170,2001,FIN,Finland,1974.28142342,5200000.0,21.78906645,78.028
1171,2001,FJI,Fiji,174.3041531,814000.0,12.63948261,65.863
1172,2001,FRA,France,2727.90838056,59384000.0,7.17126703,79.24600000000001
1173,2001,FSM,Micronesia (country),224.7464918,107000.0,6.71654727,64.71
1174,2001,GAB,Gabon,458.42645881,1258000.0,50.24894404,57.968
1175,2001,GBR,United Kingdom,2041.09117472,59124000.0,10.81347038,78.01100000000001
1176,2001,GEO,Georgia,204.68035638,4297000.0,72.27094391,70.065
1177,2001,GHA,Ghana,103.48250705,19757000.0,27.19019502,57.158
1178,2001,GIN,Guinea,34.14676688,8417000.0,57.36045405,51.255
1179,2001,GMB,Gambia,48.25480324,1360000.0,31.14365693,56.358999999999995
1180,2001,GNB,Guinea-Bissau,52.295738799999995,1227000.0,50.710550299999994,50.744
1181,2001,GNQ,Equatorial Guinea,262.33024119,632000.0,18.59436443,53.581
1182,2001,GRC,Greece,1758.21966706,11134000.0,32.40245132,78.789
1183,2001,GRD,Grenada,586.50242034,103000.0,41.15027003,72.805
1184,2001,GTM,Guatemala,331.118666,11925000.0,59.01893378,68.304
1185,2001,GUY,Guyana,245.30201318,745000.0,13.69711443,65.532
1186,2001,HND,Honduras,195.19473983,6752000.0,45.28885231,70.976
1187,2001,HRV,Croatia,872.93740291,4408000.0,14.3898941,74.881
1188,2001,HTI,Haiti,77.28875608,8609000.0,53.00455864,57.382
1189,2001,HUN,Hungary,969.52970738,10193000.0,27.69272547,72.044
1190,2001,IDN,Indonesia,107.40435693,214427008.0,41.80132744,66.03699999999999
1191,2001,IND,India,94.68935605,1075000064.0,70.25575649,62.907
1192,2001,IRL,Ireland,2114.77961718,3842000.0,14.97187617,77.227
1193,2001,IRN,Iran,494.45323053,66449000.0,53.70951244,70.553
1194,2001,ISL,Iceland,2867.42234768,283000.0,17.58158188,80.183
1195,2001,ISR,Israel,1880.8155158,6061000.0,29.05798728,79.173
1196,2001,ITA,Italy,2292.65297312,56875000.0,23.42825163,79.852
1197,2001,JAM,Jamaica,352.98923715,2675000.0,37.47982909,74.139
1198,2001,JOR,Jordan,643.30035715,5217000.0,38.39488352,71.907
1199,2001,JPN,Japan,2054.78528765,127714000.0,15.51408029,81.422
1200,2001,KAZ,Kazakhstan,308.75995499,14910000.0,42.71304978,63.79
1201,2001,KEN,Kenya,81.83961190000001,32849000.0,44.48146922,51.101000000000006
1202,2001,KGZ,Kyrgyzstan,83.07579095,4963000.0,53.31033117,66.503
1203,2001,KHM,Cambodia,67.15479317,12405000.0,76.66363815,59.335
1204,2001,KIR,Kiribati,127.87918223,86000.0,0.14591285,63.446000000000005
1205,2001,KNA,Saint Kitts and Nevis,795.91225025,45000.0,52.87793394,71.375
1206,2001,KOR,South Korea,913.77622756,47706000.0,35.89943464,76.499
1207,2001,KWT,Kuwait,2123.59938113,2103000.0,17.31962839,73.21
1208,2001,LAO,Laos,80.95744799,5410000.0,49.02638294,59.372
1209,2001,LBN,Lebanon,1088.13561113,3991000.0,52.41629545,74.999
1210,2001,LBR,Liberia,28.95187595,2954000.0,37.60183588,52.236000000000004
1211,2001,LBY,Libya,810.81466814,5443000.0,45.52794376,71.038
1212,2001,LCA,Saint Lucia,470.02009002,158000.0,45.91433389,73.486
1213,2001,LKA,Sri Lanka,151.79509952,18912000.0,44.30053747,72.233
1214,2001,LSO,Lesotho,102.79362305,2036000.0,30.13808882,46.196999999999996
1215,2001,LTU,Lithuania,600.84038954,3474000.0,26.53594771,71.205
1216,2001,LUX,Luxembourg,4015.26042821,440000.0,12.45922855,77.91
1217,2001,LVA,Latvia,382.75750118,2359000.0,46.49307159,70.10600000000001
1218,2001,MAR,Morocco,170.04678379,29126000.0,51.82818961,69.193
1219,2001,MCO,Monaco,3296.52656184,32000.0,7.0,81.676
1220,2001,MDA,Moldova,140.31055551,4187000.0,46.28547536,67.185
1221,2001,MDG,Madagascar,62.33640111,16261000.0,34.84404133,59.129
1222,2001,MDV,Maldives,334.04497511,286000.0,20.66656848,70.964
1223,2001,MEX,Mexico,542.78215394,100298000.0,52.42877047,74.658
1224,2001,MHL,Marshall Islands,467.9527896000001,51000.0,10.54402714,68.763
1225,2001,MKD,North Macedonia,514.33422608,2043000.0,43.40883728,73.47
1226,2001,MLI,Mali,76.30685186,11272000.0,55.03854041,48.758
1227,2001,MLT,Malta,1355.49576094,396000.0,29.38967511,79.217
1228,2001,MMR,Myanmar,22.08148144,47225000.0,87.45829377,60.376999999999995
1229,2001,MNE,Montenegro,555.21590442,613000.0,27.60293869,73.233
1230,2001,MNG,Mongolia,209.98051735,2420000.0,24.09747417,63.318999999999996
1231,2001,MOZ,Mozambique,29.01478806,18222000.0,12.32368212,49.295
1232,2001,MRT,Mauritania,95.09831687,2702000.0,53.66868651,60.788000000000004
1233,2001,MUS,Mauritius,362.62487063,1194000.0,35.6421851,71.51
1234,2001,MWI,Malawi,24.34930452,11432000.0,23.87584872,45.20399999999999
1235,2001,MYS,Malaysia,425.42383632,23709000.0,30.54620692,72.782
1236,2001,NAM,Namibia,304.42570284,1824000.0,2.97597526,51.398999999999994
1237,2001,NER,Niger,41.67479578,11751000.0,64.76750833,50.583999999999996
1238,2001,NGA,Nigeria,122.18986235,125394000.0,62.73981750000001,46.51
1239,2001,NIC,Nicaragua,150.3295859,5145000.0,42.12190456,69.934
1240,2001,NLD,Netherlands,2565.33841024,16018000.0,8.69986541,78.373
1241,2001,NOR,Norway,3274.08103217,4523000.0,15.73110958,79.01
1242,2001,NPL,Nepal,68.96529956,24347000.0,63.99178818,62.945
1243,2001,NRU,Nauru,746.70278326,10000.0,3.9397062999999997,59.038999999999994
1244,2001,NZL,New Zealand,1712.02858843,3908000.0,16.98616094,78.62
1245,2001,OMN,Oman,1145.64906338,2295000.0,11.26713283,72.58
1247,2001,PAK,Pakistan,79.6327426,145978000.0,62.38922083,63.066
1248,2001,PAN,Panama,620.16719758,3090000.0,27.10321378,75.233
1249,2001,PER,Peru,261.05887623,26799000.0,35.68258897,71.505
1250,2001,PHL,Philippines,103.50956605,79673000.0,43.85349811,68.835
1251,2001,PLW,Palau,979.8727567,19000.0,23.65685767,68.635
1252,2001,PNG,Papua New Guinea,97.86701046,5975000.0,6.53647027,59.486999999999995
1253,2001,POL,Poland,642.00154105,38530000.0,28.10071155,74.05199999999999
1254,2001,PRT,Portugal,1697.13978663,10341000.0,22.35773035,77.075
1255,2001,PRY,Paraguay,365.30522335,5428000.0,55.33058662,70.786
1256,2001,QAT,Qatar,2312.42005276,615000.0,24.81871937,77.612
1257,2001,ROU,Romania,279.76916443,21989000.0,18.88235043,70.824
1258,2001,RUS,Russia,418.52424116,145831008.0,30.48275862,64.995
1259,2001,RWA,Rwanda,29.71412247,8231000.0,23.52687068,49.93600000000001
1260,2001,SAU,Saudi Arabia,1257.07377087,21203000.0,18.03515135,72.759
1261,2001,SDN,Sudan,82.17867261,27971000.0,66.71507906,58.858999999999995
1262,2001,SEN,Senegal,78.83990118,10036000.0,52.0110374,58.177
1263,2001,SGP,Singapore,983.84543356,4077000.0,59.36164559,78.413
1264,2001,SLB,Solomon Islands,80.98217337,424000.0,2.47199613,67.816
1265,2001,SLE,Sierra Leone,87.92778686,4754000.0,72.23394236,40.369
1266,2001,SLV,El Salvador,422.41063178,5927000.0,49.52796557,69.16199999999999
1267,2001,SMR,San Marino,2811.72475354,28000.0,7.96531349,81.827
1268,2001,SRB,Serbia,427.93139764,9411000.0,28.40087356,72.131
1269,2001,STP,Sao Tome and Principe,174.23213937,145000.0,40.55114049,62.016999999999996
1270,2001,SUR,Suriname,678.11464951,477000.0,26.74929818,67.913
1271,2001,SVK,Slovakia,665.09676447,5400000.0,10.71242822,73.497
1272,2001,SVN,Slovenia,1582.88196996,1987000.0,10.46321276,76.219
1273,2001,SWE,Sweden,2506.82702371,8898000.0,16.38581549,79.893
1274,2001,SWZ,Eswatini,218.20544332,1014000.0,17.94105879,45.799
1275,2001,SYC,Seychelles,640.21864925,82000.0,15.44026298,71.274
1276,2001,SYR,Syria,160.56789459,16767000.0,55.78947368,73.37100000000001
1277,2001,TCD,Chad,52.68886536,8678000.0,57.34333093,47.788999999999994
1278,2001,TGO,Togo,43.29873458,5063000.0,59.49101722,53.553999999999995
1279,2001,THA,Thailand,241.324791024615,63539000.0,33.0698347211834,70.832
1280,2001,TJK,Tajikistan,47.76703884,6319000.0,78.63385679,62.806999999999995
1281,2001,TKM,Turkmenistan,173.30897615,4564000.0,27.22063037,63.842
1282,2001,TLS,Timor,49.65381862,901000.0,33.40819618,59.945
1283,2001,TON,Tonga,217.81468741,98000.0,18.81850371,69.725
1284,2001,TTO,Trinidad and Tobago,655.47352659,1272000.0,42.60973795,69.65
1285,2001,TUN,Tunisia,325.65136581,9794000.0,37.19950579,73.415
1286,2001,TUR,Turkey,447.80548252,64192000.0,22.84607938,70.56
1287,2001,TUV,Tuvalu,446.05305123,9000.0,0.93949564,61.793
1288,2001,TZA,Tanzania,50.72682338,34386000.0,39.41133832,51.443999999999996
1289,2001,UGA,Uganda,75.47322207,24389000.0,34.38250025,47.22
1290,2001,UKR,Ukraine,245.11924474,48402000.0,41.77886247,67.267
1291,2001,URY,Uruguay,747.27152153,3325000.0,21.28889317,74.939
1292,2001,USA,United States,5140.22936138,284608000.0,14.14501678,76.962
1293,2001,UZB,Uzbekistan,109.43805134,25109000.0,51.50587845,67.374
1294,2001,VCT,Saint Vincent and the Grenadines,227.32993784,108000.0,19.04691758,70.882
1295,2001,VEN,Venezuela,617.83808923,24646000.0,49.72666242,72.294
1296,2001,VNM,Vietnam,112.93654153,80743000.0,64.52679716,73.22800000000001
1297,2001,VUT,Vanuatu,72.68274282,189000.0,9.672162199999999,67.583
1298,2001,WSM,Samoa,192.42187194,175000.0,20.94152077,69.10300000000001
1299,2001,YEM,Yemen,160.02869539,17918000.0,44.62617882,61.216
1300,2001,ZAF,South Africa,663.40318292,45571000.0,12.60562588,55.089
1301,2001,ZMB,Zambia,114.74395239,10692000.0,26.710459399999998,44.615
1302,2001,ZWE,Zimbabwe,126.61235520000001,11924000.0,26.15632445,44.01
1303,2002,AFG,Afghanistan,75.98351391,22601000.0,92.47226492,56.784
1304,2002,AGO,Angola,103.88967134,17519000.0,40.04743331,47.702
1305,2002,ALB,Albania,302.72911468,3126000.0,64.07475438,74.579
1306,2002,AND,Andorra,2101.66748998,70000.0,22.01834862,79.468
1307,2002,ARE,United Arab Emirates,2258.16407038,3479000.0,28.04280416,74.758
1308,2002,ARG,Argentina,654.36016591,37682000.0,29.82182167,73.932
1309,2002,ARM,Armenia,162.40248871,3034000.0,68.75067995,72.112
1310,2002,ATG,Antigua and Barbuda,678.51311321,78000.0,26.89017216,74.395
1311,2002,AUS,Australia,2593.62626036,19401000.0,18.741179199999998,80.17399999999999
1312,2002,AUT,Austria,3136.01923869,8134000.0,15.83333253,78.791
1313,2002,AZE,Azerbaijan,193.69367686,8277000.0,65.2668574,67.391
1314,2002,BDI,Burundi,30.48367392,6704000.0,52.95362435,50.81
1315,2002,BEL,Belgium,2548.32220498,10365000.0,21.34183898,78.285
1316,2002,BEN,Benin,55.8088816,7295000.0,55.74772142,56.025
1317,2002,BFA,Burkina Faso,47.61087507,12293000.0,53.86202766,51.38399999999999
1318,2002,BGD,Bangladesh,36.93081276,132478000.0,56.4617201,66.43
1319,2002,BGR,Bulgaria,574.77429899,7866000.0,38.14640271,71.994
1320,2002,BHR,Bahrain,1407.45380126,735000.0,22.58766605,74.822
1321,2002,BHS,Bahamas,1135.56607592,308000.0,22.86040737,71.977
1322,2002,BIH,Bosnia and Herzegovina,354.75041975,3759000.0,36.91520235,74.803
1323,2002,BLR,Belarus,435.47297843,9746000.0,20.48864554,67.612
1324,2002,BLZ,Belize,261.26016416,262000.0,35.83353468,69.27199999999999
1325,2002,BOL,Bolivia,238.0877679,8743000.0,29.31640097,63.64
1326,2002,BRA,Brazil,676.78749501,179538000.0,34.61176138,70.813
1327,2002,BRB,Barbados,672.14656832,273000.0,24.10017168,77.53399999999999
1328,2002,BRN,Brunei,1919.42363798,347000.0,15.17931908,73.332
1329,2002,BTN,Bhutan,259.22606572,616000.0,14.76623138,62.728
1330,2002,BWA,Botswana,570.63476985,1705000.0,8.93200164,50.232
1331,2002,CAF,Central African Republic,29.67287685,3802000.0,46.78050319,44.063
1332,2002,CAN,Canada,2887.67478556,31178000.0,15.19913578,79.567
1333,2002,CHE,Switzerland,3687.65424054,7220000.0,31.56169675,80.378
1334,2002,CHL,Chile,669.31955296,15684000.0,47.38811383,76.89399999999999
1335,2002,CHN,China,168.26726977,1307352064.0,57.7222223,72.061
1336,2002,CIV,Cote d'Ivoire,103.60125623,17232000.0,49.16819298,49.475
1337,2002,CMR,Cameroon,99.29319896,16358000.0,69.37533469,51.536
1338,2002,COD,Democratic Republic of Congo,10.49050159,49872000.0,70.81792746,51.385
1339,2002,COG,Congo,97.25513939,3310000.0,46.98591139,53.091
1340,2002,COL,Colombia,392.70909064,40875000.0,11.0296473,73.517
1341,2002,COM,Comoros,40.75929576,569000.0,50.71436616,59.617
1342,2002,CPV,Cape Verde,167.97346721,443000.0,23.51712369,69.557
1343,2002,CRI,Costa Rica,649.33892563,4101000.0,21.46213374,77.74
1344,2002,CUB,Cuba,627.00124268,11200000.0,11.86176551,77.105
1345,2002,CYP,Cyprus,1308.3673306,977000.0,52.76921708,78.264
1346,2002,CZE,Czechia,1194.82823362,10252000.0,9.52643707,75.434
1347,2002,DEU,Germany,2959.0455653,81535000.0,12.12069776,78.502
1348,2002,DJI,Djibouti,95.47276846,747000.0,34.97560424,57.235
1349,2002,DMA,Dominica,309.14508327,70000.0,29.10085385,74.655
1350,2002,DNK,Denmark,2874.73162131,5373000.0,14.10908864,77.195
1351,2002,DOM,Dominican Republic,400.43008615,8725000.0,43.48725881,69.957
1352,2002,DZA,Algeria,332.46065159,31855000.0,22.52488338,71.605
1353,2002,ECU,Ecuador,293.57577549999996,13143000.0,60.71599261,73.37100000000001
1354,2002,EGY,Egypt,389.68226137,71485000.0,58.77755261,68.961
1355,2002,ERI,Eritrea,55.77824595,2481000.0,59.21855922,56.5
1356,2002,ESP,Spain,1756.90815312,41920000.0,23.71525243,79.797
1357,2002,EST,Estonia,570.7947862999999,1383000.0,20.07111394,71.285
1358,2002,ETH,Ethiopia,25.01220334,70142000.0,37.00006183,53.349
1359,2002,FIN,Finland,2152.33183074,5213000.0,21.27100374,78.27199999999999
1360,2002,FJI,Fiji,193.42869723,815000.0,11.43476437,66.02199999999999
